name,facebook,twitter,website,genre,mtv,,,,,name
Girls' Generation,http://www.facebook.com/216732611680045,http://www.twitter.com/girlsgeneration,,Rock,http://www.mtv.com/artists/girls-generation/biography,,,,,Girls' Generation
Gucci Mane,http://www.facebook.com/122044727596,http://www.twitter.com/gucci1017,,Hip-Hop/Rap,http://www.mtv.com/artists/gucci-mane/biography,,,,,Gucci Mane
Holly Williams,http://www.facebook.com/46089977356,http://www.twitter.com/hollywilliams1,http://www.hollywilliams.com/,Americana,http://www.cmt.com/artists/holly-williams/biography,,,,,Holly Williams
James Otto,http://www.facebook.com/6986486414,http://www.twitter.com/jamesotto,http://www.jamesott.net,Contemporary Country,http://www.cmt.com/artists/james-otto/biography,,,,,James Otto
John Denver,http://www.facebook.com/57971928690,http://www.twitter.com/johndenvermusic,http://johndenver.com/,Singer/Songwriter,http://www.mtv.com/artists/john-denver/biography,,,,,John Denver
Kate Ryan,http://www.facebook.com/352320928572,http://www.twitter.com/http://www.kateryan.be,http://www.kateryan.be,Dance,http://www.mtv.com/artists/kate-ryan/biography,,,,,Kate Ryan
K-Ci & JoJo,,,http://www.kciandjojo.com/,R&B/Soul,http://www.mtv.com/artists/k-ci-jojo/biography,,,,,K-Ci & JoJo
Kiss,http://www.facebook.com/64075031411,http://www.twitter.com/kissonline,http://www.kissonline.com/,Rock,http://www.mtv.com/artists/kiss/biography,,,,,Kiss
Lalah Hathaway,http://www.facebook.com/41180089799,http://www.twitter.com/lalahhathaway,http://www.lalahhathaway.com/,R&B,http://www.mtv.com/artists/lalah-hathaway/biography,,,,,Lalah Hathaway
Led Zeppelin,http://www.facebook.com/131572223581891,http://www.twitter.com/ledzeppelin,http://www.ledzeppelin.com/,Rock,http://www.mtv.com/artists/led-zeppelin/biography,,,,,Led Zeppelin
Michael Bublé,http://www.facebook.com/9053564156,http://www.twitter.com/michaelbuble,http://www.michaelbuble.com/splash,Easy Listening,http://www.mtv.com/artists/michael-buble/biography,,,,,Michael Bublé
Nelly Furtado,http://www.facebook.com/6675816441,http://www.twitter.com/nellyfurtado,http://www.nellyfurtado.com/,Pop,http://www.mtv.com/artists/nelly-furtado/biography,,,,,Nelly Furtado
Nipsey Hussle,http://www.facebook.com/10023188844,http://www.twitter.com/nipseyhussle,,Hip-Hop,http://www.mtv.com/artists/nipsey-hussle/biography,,,,,Nipsey Hussle
Pusha T,http://www.facebook.com/414820971884598,http://www.twitter.com/pusha_t,http://pusha-t.com/,Hip-Hop/Rap,http://www.mtv.com/artists/pusha-t/biography,,,,,Pusha T
Rachel Potter,http://www.facebook.com/180479275735,http://www.twitter.com/http://rachelpottermusic.com,http://rachelpottermusic.com,Contemporary Country,http://www.cmt.com/artists/rachel-potter/biography,,,,,Rachel Potter
Ray Stevens,http://www.facebook.com/99557674870,http://www.twitter.com/raystevensmusic,,Country,http://www.cmt.com/artists/ray-stevens/biography,,,,,Ray Stevens
Raheem DeVaughn,http://www.facebook.com/11941296054,http://www.twitter.com/raheem_devaughn,http://www.raheemdevaughn.com,R&B/Soul,http://www.mtv.com/artists/raheem-devaughn/biography,,,,,Raheem DeVaughn
Rhonda Vincent,http://www.facebook.com/232955536482,http://www.twitter.com/rhondavincent,http://www.rhondavincent.com,Country,http://www.cmt.com/artists/rhonda-vincent/biography,,,,,Rhonda Vincent
Robert Plant,http://www.facebook.com/116206108413908,http://www.twitter.com/robertplant,http://www.robertplant.com,Rock,http://www.mtv.com/artists/robert-plant/biography,,,,,Robert Plant
Secondhand Serenade,http://www.facebook.com/5681198769,http://www.twitter.com/secondhandjohn,,Alternative,http://www.mtv.com/artists/secondhand-serenade/biography,,,,,Secondhand Serenade
Siakol,,,,,http://www.mtv.com/artists/siakol/biography,,,,,Siakol
Shooter Jennings,http://www.facebook.com/233811773459,http://www.twitter.com/shooterjennings,,Country,http://www.cmt.com/artists/shooter-jennings/biography,,,,,Shooter Jennings
Shinedown,http://www.facebook.com/20415872588,http://www.twitter.com/shinedown,http://shinedown.com,Rock,http://www.mtv.com/artists/shinedown/biography,,,,,Shinedown
Smokey Robinson,http://www.facebook.com/75393921550,http://www.twitter.com/smokey_robinson,http://www.smokeyrobinson.net/,R&B/Soul,http://www.mtv.com/artists/smokey-robinson/biography,,,,,Smokey Robinson
Superman Is Dead,,,,,http://www.mtv.com/artists/superman-is-dead/biography,,,,,Superman Is Dead
Terri Clark,http://www.facebook.com/29306271490,http://www.twitter.com/terriclarkmusic,http://www.TerriClark.com,Country,http://www.mtv.com/artists/terri-clark/biography,,,,,Terri Clark
The Grascals,http://www.facebook.com/58204829403,http://www.twitter.com/thegrascals,http://grascals.com/,Bluegrass,http://www.cmt.com/artists/the-grascals/biography,,,,,The Grascals
Yo Gotti,http://www.facebook.com/56801736013,http://www.twitter.com/yogottikom,,Hip-Hop/Rap,http://www.mtv.com/artists/yo-gotti/biography,,,,,Yo Gotti
Yanni,http://www.facebook.com/136007876429612,http://www.twitter.com/yanni,,Pop,http://www.mtv.com/artists/yanni/biography,,,,,Yanni
Tamar Braxton,http://www.facebook.com/239361709429372,http://www.twitter.com/tamarbraxtonher,http://www.tamarbraxton.com,Contemporary R&B,http://www.mtv.com/artists/tamar-braxton/biography,,,,,Tamar Braxton
Mike Myers,,,,,http://www.mtv.com/artists/mike-myers-6/biography,,,,,Mike Myers
RACING SONGS,,http://twitter.com/RACING_SONGS,http://RACING-SONGS.com,Country,http://www.cmt.com/artists/racing-songs/biography,,,,,RACING SONGS
Mary Lambert,http://www.facebook.com/129174633834840,http://www.twitter.com/marylambertsing,,Pop,http://www.mtv.com/artists/mary-lambert/biography,,,,,Mary Lambert
BANKS,http://www.facebook.com/hernameisbanks,http://twitter.com/hernameisbanks,http://hernameisbanks.com,Alternative,http://www.mtv.com/artists/banks/biography,,,,,BANKS
Zack Knight,http://www.facebook.com/122129324522178,http://twitter.com/iamzackknight,http://www.iamzackknight.com,Contemporary R&B,http://www.mtv.com/artists/zack-knight/biography,,,,,Zack Knight
Curtis Braly,,http://www.twitter.com/curtisbraly,http://www.curtisbraly.com,Contemporary Country,http://www.cmt.com/artists/curtis-braly/biography,,,,,Curtis Braly
Lacy Cavalier,http://www.facebook.com/207192112,http://www.twitter.com/LacyCavalier,http://www.lacycavaliermusic.com,Country,http://www.cmt.com/artists/lacy-cavalier/biography,,,,,Lacy Cavalier
Chase Bryant,http://www.facebook.com/589230474455753,http://www.twitter.com/chasebryant,http://www.chasebryant.com,Country,http://www.cmt.com/artists/chase-bryant/biography,,,,,Chase Bryant
Karen Waldrup,http://www.facebook.com/karenwaldrup,http://www.twitter.com/karenwaldrup,http://www.karenwaldrup.com,Country,http://www.cmt.com/artists/karen-waldrup/biography,,,,,Karen Waldrup
BigDawg Chino,https://www.facebook.com/bigdawg.chino.7,http://www.twitter.com/BigDawG_Chino,,Hip-Hop/Rap,http://www.mtv.com/artists/bigdawg-chino/biography,,,,,BigDawg Chino
Bank Notes,http://www.facebook.com/2946623301,http://www.twitter.com/banknotezz,http://reverbnation.com/notez1,Hip-Hop/Rap,http://www.mtv.com/artists/bank-note24/biography,,,,,Bank Notes
After 7,http://www.facebook.com/113714392015915,,,R&B/Soul,http://www.mtv.com/artists/after-7/biography,,,,,After 7
Amerie,http://www.facebook.com/itsmeamerie,http://www.twitter.com/itsameriie,http://amerie.net/,R&B/Soul,http://www.mtv.com/artists/amerie/biography,,,,,Amerie
Angelic Gospel Singers,,,,,http://www.mtv.com/artists/angelic-gospel-singers/biography,,,,,Angelic Gospel Singers
Banda Los Recoditos,http://www.facebook.com/318993004895,http://www.twitter.com/bandarecoditoss,,Latin,http://www.mtv.com/artists/banda-los-recoditos/biography,,,,,Banda Los Recoditos
Billy Dean,,,http://www.billydean.com/,Country,http://www.cmt.com/artists/billy-dean/biography,,,,,Billy Dean
Black Sabbath,http://www.facebook.com/56848544614,http://www.twitter.com/blacksabbath,http://www.blacksabbath.com/,Metal,http://www.mtv.com/artists/black-sabbath/biography,,,,,Black Sabbath
Boys Like Girls,http://www.facebook.com/5136344181,http://www.twitter.com/boyslikegirls,http://www.boyslikegirls.com/us/home,Rock,http://www.mtv.com/artists/boys-like-girls/biography,,,,,Boys Like Girls
BTS Chitlom,,,,,http://www.mtv.com/artists/bts-chitlom-1/biography,,,,,BTS Chitlom
Canvas,,,,,http://www.mtv.com/artists/canvas-2/biography,,,,,Canvas
R. City,,,,Hip-Hop,http://www.mtv.com/artists/r-city/biography,,,,,R. City
,,,http://www.cdeb.com/,Rock,http://www.mtv.com/artists/chris-de-burgh/biography,,,,,
,http://www.facebook.com/codysimpsonmusic,http://www.twitter.com/http://www.codysimpson.com,http://codysimpson.com ,Pop,http://www.mtv.com/artists/cody-simpson/biography,,,,,
Connie Smith,http://www.facebook.com/222648144421760,http://www.twitter.com/tvconnie,,Country,http://www.cmt.com/artists/connie-smith/biography,,,,,Connie Smith
Duffy,http://www.facebook.com/14799791139,,http://www.iamduffy.com/,Rock,http://www.mtv.com/artists/duffy/biography,,,,,Duffy
George Michael,http://www.facebook.com/11546961094,http://www.twitter.com/georgemichael,http://www.georgemichael.com/,Pop/Rock,http://www.mtv.com/artists/george-michael/biography,,,,,George Michael
Gigi D'Agostino,,,,Electronic/Dance,http://www.mtv.com/artists/gigi-dagostino/biography,,,,,Gigi D'Agostino
,http://www.facebook.com/6041887965,http://www.twitter.com/googoodolls,http://googoodolls.com,Alternative,http://www.mtv.com/artists/goo-goo-dolls/biography,,,,,
"Harry Connick, Sr.",,,,,http://www.mtv.com/artists/harry-connick-sr/biography,,,,,"Harry Connick, Sr."
Inna,,,,Rock,http://www.mtv.com/artists/inna-00/biography,,,,,Inna
The Jackson 5,,,,R&B/Soul,http://www.mtv.com/artists/the-jackson-5-1/biography,,,,,The Jackson 5
,,,,,http://www.mtv.com/artists/iron-maiden/biography,,,,,
,,,,,http://www.mtv.com/artists/juvenile/biography,,,,,
Keith Sweat,,,,R&B/Soul,http://www.mtv.com/artists/keith-sweat/biography,,,,,Keith Sweat
Kelleigh Bannen,http://www.facebook.com/21113350402,http://www.twitter.com/kelleighbannen,http://www.kelleighbannen.com,Contemporary Country,http://www.cmt.com/artists/kelleigh-bannen/biography,,,,,Kelleigh Bannen
Korn,http://www.facebook.com/21230560760,http://www.twitter.com/korn,http://www.korn.com,Alternative,http://www.mtv.com/artists/korn/biography,,,,,Korn
Lata Mangeshkar,http://www.facebook.com/118226371539373,http://www.twitter.com/mangeshkarlata,,World/Reggae,http://www.mtv.com/artists/lata-mangeshkar/biography,,,,,Lata Mangeshkar
Lena Meyer-Landrut,,,,,http://www.mtv.com/artists/lena-meyer-landrut/biography,,,,,Lena Meyer-Landrut
Lykke Li,http://www.facebook.com/15731372198,http://www.twitter.com/lykkeli,http://www.lykkeli.com,Pop/Rock,http://www.mtv.com/artists/lykke-li/biography,,,,,Lykke Li
Martin Solveig,http://www.facebook.com/27588115472,http://www.twitter.com/martinsolveig,,Electronic/Dance,http://www.mtv.com/artists/martin-solveig/biography,,,,,Martin Solveig
MAX,http://www.facebook.com/max,http://www.twitter.com/http://Maxschneider.com,http://saymaxohhh.com,Pop/Rock,http://www.mtv.com/artists/max/biography,,,,,MAX
Molly Felder,,,,,http://www.mtv.com/artists/molly-felder/biography,,,,,Molly Felder
Natasha Bedingfield,http://www.facebook.com/7373504254,http://www.twitter.com/natashabdnfield,http://www.natashabedingfield.com,Pop,http://www.mtv.com/artists/natasha-bedingfield/biography,,,,,Natasha Bedingfield
Nikki Lane,http://www.facebook.com/pages/Nikki-Lane/102575938947,http://twitter.com/nikkilane77,http://nikkilane.com/,Outlaw Country,http://www.cmt.com/artists/nikki-lane/biography,,,,,Nikki Lane
New Edition,,,,College Rock,http://www.mtv.com/artists/new-edition/biography,,,,,New Edition
One Way,http://www.facebook.com/pages/One-way/58075000409,,,Soul,http://www.mtv.com/artists/one-way/biography,,,,,One Way
N.W.A,http://www.facebook.com/113603475316612,,,Hip-Hop/Rap,http://www.mtv.com/artists/nwa/biography,,,,,N.W.A
,,,,,http://www.mtv.com/artists/phil-collins/biography,,,,,
Phil Vassar,http://www.facebook.com/5699672700,http://www.twitter.com/philvassar,http://www.philvassar.com,Country,http://www.cmt.com/artists/phil-vassar/biography,,,,,Phil Vassar
Rammstein,http://www.facebook.com/22330837712,http://www.twitter.com/rsprachrohr,http://www.Rammstein.com/,Rock,http://www.mtv.com/artists/rammstein/biography,,,,,Rammstein
Randy Boone,,,,,http://www.cmt.com/artists/randy-boone/biography,,,,,Randy Boone
Richard Marx,http://www.facebook.com/170148395554,http://www.twitter.com/richardmarx,http://www.richardmarx.com,Adult Contemporary,http://www.mtv.com/artists/richard-marx/biography,,,,,Richard Marx
Romeo Santos,http://www.facebook.com/117414898335812,http://www.twitter.com/romeosantospage,,Latin,http://www.mtv.com/artists/romeo-santos/biography,,,,,Romeo Santos
Ryan Adams,http://www.facebook.com/6943041430,http://www.twitter.com/theryanadams,http://www.paxamrecords.com,Alternative Country,http://www.cmt.com/artists/ryan-adams/biography,,,,,Ryan Adams
Silverchair,http://www.facebook.com/20391908440,,http://www.chairpage.com/,Rock,http://www.mtv.com/artists/silverchair/biography,,,,,Silverchair
Sonu Nigam,,,,,http://www.mtv.com/artists/sonu-nigam/biography,,,,,Sonu Nigam
Styx,http://www.facebook.com/88776204129,http://www.twitter.com/styxtheband,http://www.styxworld.com/,Alternative,http://www.mtv.com/artists/styx/biography,,,,,Styx
Suzanne Conroy,,,,,http://www.mtv.com/artists/suzanne-conroy/biography,,,,,Suzanne Conroy
Take That,http://www.facebook.com/5812494989,http://www.twitter.com/takethat,,Pop,http://www.mtv.com/artists/take-that/biography,,,,,Take That
The Big F,,,,Rock,http://www.mtv.com/artists/the-big-f/biography,,,,,The Big F
The Wanted,http://www.facebook.com/295172174274,http://www.twitter.com/thewanted,http://www.thewantedmusic.com,Pop,http://www.mtv.com/artists/the-wanted/biography,,,,,The Wanted
Tracy Byrd,http://www.facebook.com/224234341031356,,http://www.tracybyrd.com/,Country,http://www.cmt.com/artists/tracy-byrd/biography,,,,,Tracy Byrd
Turnpike Troubadours,http://www.facebook.com/118890786303,http://www.twitter.com/tptroubadours,,Country,http://www.cmt.com/artists/turnpike-troubadours/biography,,,,,Turnpike Troubadours
Vicente Fernández,http://www.facebook.com/161829897161822,http://www.twitter.com/_vicentefdez,,World/International,http://www.mtv.com/artists/vicente-fernandez/biography,,,,,Vicente Fernández
Wham!,http://www.facebook.com/75889690752,,,Pop,http://www.mtv.com/artists/wham/biography,,,,,Wham!
Vybz Kartel,http://www.facebook.com/168621784942,http://www.twitter.com/vybz_kartel,,World/Reggae,http://www.mtv.com/artists/vybz-kartel/biography,,,,,Vybz Kartel
Wisin Y Yandel,http://www.facebook.com/15186429446,http://www.twitter.com/wisinyyandel,,Latin,http://www.mtv.com/artists/wisin-y-yandel/biography,,,,,Wisin Y Yandel
Z-Ro,http://www.facebook.com/109748175709824,,,Hip-Hop,http://www.mtv.com/artists/z-ro/biography,,,,,Z-Ro
Dev,,,,Pop,http://www.mtv.com/artists/dev/biography,,,,,Dev
Cinderella,http://www.facebook.com/214796565287087,http://www.twitter.com/cinderellanet,http://www.cinderella.net/,Rock,http://www.mtv.com/artists/cinderella/biography,,,,,Cinderella
The 1975,http://www.facebook.com/365648163464988,http://www.twitter.com/the1975,http://the1975.com,Indie Rock,http://www.mtv.com/artists/the-1975/biography,,,,,The 1975
Tom Odell,http://www.facebook.com/213305495367901,http://www.twitter.com/tompeterodell,http://www.tomodell.com/us/home,Alternative,http://www.mtv.com/artists/tom-odell/biography,,,,,Tom Odell
Sundy Best,http://www.facebook.com/136487073040046,http://twitter.com/SundyBest,http://www.sundybest.net,Country,http://www.cmt.com/artists/sundy-best/biography,,,,,Sundy Best
Keith Walker,http://www.facebook.com/332326102106,http://www.twitter.com/http://www.keithwalker.net,http://www.keithwalker.net,Contemporary Country,http://www.cmt.com/artists/keith-walker/biography,,,,,Keith Walker
Kathleen Regan,http://www.twitter.com/https://www.facebook.com/KathleenReganMusic,http://www.twitter.com/https://www.facebook.com/KathleenReganMusic,,Contemporary Country,http://www.cmt.com/artists/kathleen-regan/biography,,,,,Kathleen Regan
Ella Henderson,http://www.facebook.com/EllaHendersonMusic,,,Rock,http://www.mtv.com/artists/ella-henderson/biography,,,,,Ella Henderson
Silento,,,,,http://www.mtv.com/artists/silento/biography,,,,,Silento
Hailee Steinfeld,,,,Pop,http://www.mtv.com/artists/hailee-steinfeld/biography,,,,,Hailee Steinfeld
a-ha,,,http://a-ha.com/,Rock,http://www.mtv.com/artists/a-ha/biography,,,,,a-ha
Bantam,,,,,http://www.mtv.com/artists/bantam/biography,,,,,Bantam
Aaron Watson,http://www.facebook.com/11573344701,http://www.twitter.com/aaron_watson,http://www.aaronwatson.com,Country,http://www.cmt.com/artists/aaron-watson/biography,,,,,Aaron Watson
Ashley McBryde,,,,,http://www.cmt.com/artists/ashley-mcbryde/biography,,,,,Ashley McBryde
Azealia Banks,http://www.facebook.com/113818888722802,http://www.twitter.com/azealiabanks,http://www.azealiabanks.com,Rap,http://www.mtv.com/artists/azealia-banks/biography,,,,,Azealia Banks
Beenie Man,http://www.facebook.com/109513232407475,,http://www.djblackcooli.co.uk,Dancehall,http://www.mtv.com/artists/beenie-man/biography,,,,,Beenie Man
Barry White,http://www.facebook.com/131145939604,http://www.twitter.com/realbarrywhite,,Soul,http://www.mtv.com/artists/barry-white/biography,,,,,Barry White
Bilal,http://www.facebook.com/322680454431565,http://www.twitter.com/bilal,http://www.bilalmusic.com,Soul,http://www.mtv.com/artists/bilal/biography,,,,,Bilal
Bob Seger,http://www.facebook.com/21454949640,http://www.twitter.com/bobseger,http://hollywoodandvine.com/bobseger/index.shtml,Rock,http://www.mtv.com/artists/bob-seger/biography,,,,,Bob Seger
Bobby Bare,http://www.facebook.com/122362564452032,http://www.twitter.com/bobbybarejrdoc,http://www.bobbybare.net/,Country,http://www.cmt.com/artists/bobby-bare/biography,,,,,Bobby Bare
Breaking Benjamin,http://www.facebook.com/5697393167,http://www.twitter.com/breakingbenj,,Rock,http://www.mtv.com/artists/breaking-benjamin/biography,,,,,Breaking Benjamin
Buckethead,http://www.facebook.com/109580269061850,http://www.twitter.com/bucketheadarmy,,Rock,http://www.mtv.com/artists/buckethead/biography,,,,,Buckethead
Bubba Sparxxx,http://www.facebook.com/235415653242611,http://www.twitter.com/therealbubbak,,Country,http://www.cmt.com/artists/bubba-sparxxx/biography,,,,,Bubba Sparxxx
Caitlyn Smith,,http://www.twitter.com/caitlynsmith,http://www.caitlynsmith.com,Country,http://www.cmt.com/artists/caitlyn-smith/biography,,,,,Caitlyn Smith
Cher,http://www.facebook.com/112915798740840,http://www.twitter.com/cher,http://cher.com/,Pop,http://www.mtv.com/artists/cher/biography,,,,,Cher
Collin Raye,http://www.facebook.com/collinraye,,http://www.collinraye.com/,Country,http://www.cmt.com/artists/collin-raye/biography,,,,,Collin Raye
Cobra Starship,http://www.facebook.com/8297841100,http://www.twitter.com/cobrastarship,http://www.cobrastarship.com,Alternative,http://www.mtv.com/artists/cobra-starship/biography,,,,,Cobra Starship
Daft Punk,http://www.facebook.com/22476490672,http://www.twitter.com/daftpunk,http://randomaccessmemories.com,Dance,http://www.mtv.com/artists/daft-punk/biography,,,,,Daft Punk
Diplo,http://www.facebook.com/28071939336,http://www.twitter.com/diplo,http://diplo.com/,Dance,http://www.mtv.com/artists/diplo/biography,,,,,Diplo
E.M.S,http://www.facebook.com/420468668025559,http://www.twitter.com/iam_e_m_s,,Hip-Hop/Rap,http://www.mtv.com/artists/ems/biography,,,,,E.M.S
Emily West,http://www.facebook.com/6287874070,http://www.twitter.com/emilywestmusic,,Country,http://www.cmt.com/artists/emily-west/biography,,,,,Emily West
Fantasia,http://www.facebook.com/357870576152,http://www.twitter.com/tasiasword,http://www.fantasiaofficial.com/,R&B/Soul,http://www.mtv.com/artists/fantasia/biography,,,,,Fantasia
Fergie,http://www.facebook.com/5645523675,http://www.twitter.com/fergie,http://fergie.blackeyedpeas.com/,Electronic/Dance,http://www.mtv.com/artists/fergie/biography,,,,,Fergie
Foxes,http://www.facebook.com/133239136774183,http://www.twitter.com/iamfoxes,,Rock,http://www.mtv.com/artists/foxes/biography,,,,,Foxes
Frankie Ballard,http://www.facebook.com/67931816085,http://www.twitter.com/frankieballard,http://www.frankieballard.com,Country,http://www.cmt.com/artists/frankie-ballard/biography,,,,,Frankie Ballard
fun.,http://www.facebook.com/31508205711,http://www.twitter.com/ournameisfun,http://www.ournameisfun.com,Alternative,http://www.mtv.com/artists/fun/biography,,,,,fun.
The Gibson Brothers,,,http://www.gibsonbrothers.com/,Bluegrass,http://www.cmt.com/artists/the-gibson-brothers/biography,,,,,The Gibson Brothers
Grandmaster Caz,,,,Hip-Hop,http://www.mtv.com/artists/grandmaster-caz/biography,,,,,Grandmaster Caz
Hedley,http://www.facebook.com/6496593906,http://www.twitter.com/hedleyonline,,Rock,http://www.mtv.com/artists/hedley/biography,,,,,Hedley
Himesh Reshammiya,,,,,http://www.mtv.com/artists/himesh-reshammiya/biography,,,,,Himesh Reshammiya
Himesh Reshammiya,,,,,http://www.mtv.com/artists/himesh-reshammiya-00/biography,,,,,Himesh Reshammiya
Hilary Duff,http://www.facebook.com/19987834992,http://www.twitter.com/hilaryduff,http://hilaryduff.com/,Pop,http://www.mtv.com/artists/hilary-duff/biography,,,,,Hilary Duff
James Morrison,http://www.facebook.com/6134209286,http://www.twitter.com/jamesmorrisonok,,Singer/Songwriter,http://www.mtv.com/artists/james-morrison/biography,,,,,James Morrison
Jenni Rivera,http://www.facebook.com/22511018923,http://www.twitter.com/jennirivera,,Singer/Songwriter,http://www.mtv.com/artists/jenni-rivera/biography,,,,,Jenni Rivera
Joe Thomas,http://www.facebook.com/133359070185633,http://www.twitter.com/joethomas4real,http://www.kedar.com/,R&B/Soul,http://www.mtv.com/artists/joe-thomas/biography,,,,,Joe Thomas
Jessica Andrews,http://www.facebook.com/33148687562,,http://www.JessicaAndrews.com/,Country,http://www.cmt.com/artists/jessica-andrews/biography,,,,,Jessica Andrews
Jessie Ware,http://www.facebook.com/153128401409092,http://www.twitter.com/jessieware,http://jessieware.com/,Pop,http://www.mtv.com/artists/jessie-ware/biography,,,,,Jessie Ware
Jethro Tull,http://www.facebook.com/155624494454309,http://www.twitter.com/jethrotull,http://www.j-tull.com/,Rock,http://www.mtv.com/artists/jethro-tull/biography,,,,,Jethro Tull
Jimmy Wayne,http://www.facebook.com/jimmywayne,http://twitter.com/JimmyWayne,,Country,http://www.cmt.com/artists/jimmy-wayne/biography,,,,,Jimmy Wayne
John Conlee,,,http://www.johnconlee.com,Country,http://www.cmt.com/artists/john-conlee/biography,,,,,John Conlee
Juicy J,http://www.facebook.com/142029109274703,http://www.twitter.com/therealjuicyj,http://therealjuicyj.com,Hip-Hop/Rap,http://www.mtv.com/artists/juicy-j/biography,,,,,Juicy J
K-Pop,,,,,http://www.mtv.com/artists/k-pop/biography,,,,,K-Pop
Keith Whitley,,,,Country,http://www.cmt.com/artists/keith-whitley/biography,,,,,Keith Whitley
,,,,,http://www.mtv.com/artists/lecrae/biography,,,,,
Leona Lewis,http://www.facebook.com/7877857618,http://www.twitter.com/leonalewis,http://www.leonalewismusic.co.uk/index.php/index,Rock,http://www.mtv.com/artists/leona-lewis/biography,,,,,Leona Lewis
Lyle Lovett,http://www.facebook.com/7112046086,http://www.twitter.com/lylelovett,http://lylelovett.com/,Country,http://www.cmt.com/artists/lyle-lovett/biography,,,,,Lyle Lovett
Mandy Barnett,,,http://www.MandyBarnett.com,Traditional Country,http://www.cmt.com/artists/mandy-barnett/biography,,,,,Mandy Barnett
Marco Antonio Solís,http://www.facebook.com/92162515296,http://www.twitter.com/marcoasolis,http://www.marcomusic.com/,World/International,http://www.mtv.com/artists/marco-antonio-solis/biography,,,,,Marco Antonio Solís
Mary Mary,http://www.facebook.com/23042970052,http://www.twitter.com/therealmarymary,http://www.mary-mary.com/,R&B/Soul,http://www.mtv.com/artists/mary-mary/biography,,,,,Mary Mary
Menudo,http://www.facebook.com/121802759762,http://www.twitter.com/menudomusic,,Latin,http://www.mtv.com/artists/menudo/biography,,,,,Menudo
Mika,http://www.facebook.com/6006248039,http://www.twitter.com/mikasounds,,Rock,http://www.mtv.com/artists/mika-2/biography,,,,,Mika
Newsboys,http://www.facebook.com/33108412065,http://www.twitter.com/newsboys,http://www.newsboys.com,Christian & Gospel,http://www.mtv.com/artists/newsboys/biography,,,,,Newsboys
Nicole Scherzinger,http://www.facebook.com/20226877432,http://www.twitter.com/nicolescherzy,http://www.hernameisnicole.com/,Rock,http://www.mtv.com/artists/nicole-scherzinger/biography,,,,,Nicole Scherzinger
Pat Benatar,http://www.facebook.com/48610806423,http://www.twitter.com/pbenatar,http://benatar.com/,Rock,http://www.mtv.com/artists/pat-benatar/biography,,,,,Pat Benatar
Patrick Stump,http://www.facebook.com/304367905023,http://www.twitter.com/patrickstump,,Rock,http://www.mtv.com/artists/patrick-stump/biography,,,,,Patrick Stump
Paulina Rubio,http://www.facebook.com/19021260521,http://www.twitter.com/paurubio,http://www.paulinarubio.com,Pop,http://www.mtv.com/artists/paulina-rubio/biography,,,,,Paulina Rubio
Ricky Skaggs,http://www.facebook.com/168666989829284,http://www.twitter.com/rickyskaggs,,Country,http://www.cmt.com/artists/ricky-skaggs/biography,,,,,Ricky Skaggs
Sammi Smith,,,,Country,http://www.cmt.com/artists/sammi-smith/biography,,,,,Sammi Smith
Shawn Mullins,http://www.facebook.com/50587801799,http://www.twitter.com/mullinsshawn,http://www.shawnmullins.com/,Rock,http://www.mtv.com/artists/shawn-mullins/biography,,,,,Shawn Mullins
SHeDAISY,http://www.facebook.com/15049808882,http://www.twitter.com/shedaisy,http://www.shedaisy.com/,Country,http://www.cmt.com/artists/shedaisy/biography,,,,,SHeDAISY
Sheila on 7,http://www.facebook.com/108360155854878,http://www.twitter.com/sheilaon7,,Rock,http://www.mtv.com/artists/sheila-on-7/biography,,,,,Sheila on 7
Shelby Lynne,http://www.facebook.com/5950123433,http://www.twitter.com/shelbylynne_68,http://www.shelbylynne.com,Americana,http://www.cmt.com/artists/shelby-lynne/biography,,,,,Shelby Lynne
Simple Plan,http://www.facebook.com/6085906515,http://www.twitter.com/simpleplan,http://www.simpleplan.com/,Pop/Rock,http://www.mtv.com/artists/simple-plan/biography,,,,,Simple Plan
Soundgarden,http://www.facebook.com/271730225599,http://www.twitter.com/soundgarden,http://www.soundgardenworld.com,Rock,http://www.mtv.com/artists/soundgarden/biography,,,,,Soundgarden
The Beach Boys,http://www.facebook.com/8216394139,http://www.twitter.com/thebeachboys,http://www.brianwilson.com/,Rock,http://www.mtv.com/artists/the-beach-boys/biography,,,,,The Beach Boys
The Canton Spirituals,,,,Inspirational,http://www.mtv.com/artists/the-canton-spirituals/biography,,,,,The Canton Spirituals
The Cranberries,http://www.facebook.com/43228062105,http://www.twitter.com/the_cranberries,http://www.cranberries.ie/,Rock,http://www.mtv.com/artists/the-cranberries/biography,,,,,The Cranberries
The Cure,,http://www.twitter.com/thecure_,http://www.thecure.com/,College Rock,http://www.mtv.com/artists/the-cure/biography,,,,,The Cure
The Isley Brothers,http://www.facebook.com/618462199,,http://www.theisleybrothers.net/,R&B/Soul,http://www.mtv.com/artists/the-isley-brothers/biography,,,,,The Isley Brothers
The Smashing Pumpkins,http://www.facebook.com/smashingpumpkins,http://twitter.com/SmashingPumpkin,http://www.smashingpumpkins.com,Alternative,http://www.mtv.com/artists/the-smashing-pumpkins/biography,,,,,The Smashing Pumpkins
The Whites,,,,Country,http://www.cmt.com/artists/the-whites/biography,,,,,The Whites
